Age,Gender,Income,Education_Level,Travel_Frequency,Preferred_Activities,Vacation_Budget,Location,Proximity_to_Mountains,Proximity_to_Beaches,Favorite_Season,Pets,Environmental_Concerns,Preference
28,female,107061,doctorate,7,hiking,4009,rural,280,278,spring,0,1,0
38,non-binary,28003,doctorate,2,hiking,509,suburban,267,231,fall,1,1,0
30,male,108505,high school,8,skiing,3608,urban,128,209,spring,0,0,1
21,male,20461,master,5,hiking,1381,urban,13,12,spring,1,1,0
35,non-binary,91525,doctorate,5,hiking,2766,urban,214,53,spring,1,1,0
24,non-binary,113155,master,3,sunbathing,2348,urban,197,294,summer,1,0,0
64,female,47535,master,4,hiking,4616,suburban,50,172,winter,1,0,1
42,female,117018,high school,2,sunbathing,4910,suburban,87,30,winter,1,1,0
46,non-binary,77504,master,0,skiing,3305,rural,160,30,spring,1,1,0
65,female,117882,high school,4,hiking,636,rural,42,108,summer,0,0,1
24,female,104652,high school,9,sunbathing,1316,rural,0,113,spring,0,0,0
45,male,82358,master,3,skiing,4454,suburban,187,87,spring,0,1,0
32,female,113405,master,4,swimming,1015,suburban,66,174,fall,1,0,0
69,non-binary,47164,doctorate,5,skiing,1079,suburban,107,289,fall,0,1,1
58,non-binary,53909,high school,8,swimming,1051,rural,221,242,winter,1,1,0
42,male,64082,bachelor,2,skiing,589,suburban,60,191,winter,1,1,1
42,non-binary,104808,master,8,swimming,4328,urban,243,103,winter,1,1,0
45,non-binary,90703,master,9,hiking,4073,suburban,23,56,winter,0,0,1
62,female,29688,high school,2,swimming,717,suburban,193,158,spring,1,0,0
61,non-binary,97413,master,0,hiking,2674,urban,163,56,winter,1,1,0
50,female,63681,high school,6,skiing,1605,urban,95,190,spring,1,0,1
69,female,95482,bachelor,6,hiking,2404,suburban,31,198,winter,0,1,1
23,male,50928,bachelor,5,hiking,3123,rural,257,87,fall,0,0,0
53,non-binary,25107,doctorate,8,swimming,768,suburban,159,297,winter,0,1,0
42,male,78305,bachelor,3,skiing,4585,suburban,3,286,spring,0,1,1
25,non-binary,20275,high school,8,hiking,708,suburban,46,42,winter,0,1,0
48,male,87179,doctorate,9,hiking,2829,urban,140,224,summer,1,0,1
66,female,76760,master,0,sunbathing,2813,urban,125,155,spring,0,0,0
47,non-binary,93321,doctorate,4,hiking,658,urban,99,131,summer,1,1,1
52,male,88606,high school,4,hiking,3234,suburban,192,142,summer,0,1,0
44,female,104486,master,6,hiking,3154,rural,293,148,fall,1,0,0
30,non-binary,63055,bachelor,7,hiking,2452,rural,291,25,winter,0,1,0
22,male,109999,high school,7,sunbathing,1588,rural,148,125,fall,1,1,0
52,female,27379,high school,1,skiing,3026,rural,299,212,winter,1,0,0
29,female,55693,master,0,skiing,4535,rural,102,234,summer,1,0,1
57,male,44878,master,1,sunbathing,1241,urban,112,262,summer,0,0,0
41,female,63868,high school,8,skiing,2479,rural,182,159,summer,1,1,0
28,male,74589,bachelor,3,sunbathing,2135,suburban,28,261,summer,1,0,0
33,non-binary,55548,high school,5,hiking,1375,rural,194,161,summer,1,1,0
43,female,84238,bachelor,1,swimming,980,urban,2,252,summer,1,0,0
21,non-binary,49985,master,7,hiking,1884,urban,36,112,winter,0,0,1
28,male,39218,high school,2,swimming,577,rural,16,9,spring,0,1,0
22,non-binary,60150,bachelor,5,swimming,1448,suburban,90,280,spring,0,0,0
31,male,65843,master,2,sunbathing,1683,urban,212,141,summer,0,1,0
47,non-binary,34068,high school,7,hiking,3039,rural,54,185,winter,0,0,1
64,non-binary,26052,doctorate,8,swimming,2407,urban,94,82,spring,0,0,0
18,non-binary,71013,high school,0,skiing,2606,suburban,151,121,summer,0,0,0
31,female,23854,doctorate,4,hiking,3331,suburban,192,239,winter,1,1,1
49,male,114640,master,1,hiking,2152,urban,50,223,fall,0,0,1
29,non-binary,38196,doctorate,7,sunbathing,2965,rural,89,189,winter,0,0,0
60,male,84340,high school,8,swimming,747,rural,102,47,spring,0,0,0
50,male,46694,doctorate,1,skiing,4511,rural,108,140,fall,1,0,1
30,male,117344,doctorate,2,sunbathing,570,urban,173,47,fall,0,1,0
28,female,40425,bachelor,5,sunbathing,3869,suburban,128,288,summer,1,0,0
47,male,60097,high school,1,swimming,4089,urban,150,80,winter,1,0,0
49,female,92296,bachelor,1,skiing,3734,rural,261,138,winter,1,1,0
32,non-binary,119704,high school,2,skiing,1687,rural,40,137,winter,1,1,1
29,male,58740,master,9,hiking,3708,urban,80,169,spring,1,0,1
45,female,71906,doctorate,5,skiing,4015,urban,235,25,fall,0,1,0
61,non-binary,110671,master,7,hiking,2306,suburban,141,291,spring,1,1,1
23,female,106684,bachelor,6,sunbathing,1090,suburban,280,148,summer,0,1,0
34,male,104102,master,1,swimming,4938,suburban,221,202,spring,0,1,0
22,male,50239,high school,9,skiing,3742,rural,225,121,winter,0,0,0
25,female,62590,doctorate,7,skiing,4548,urban,270,248,summer,1,0,0
54,female,70734,doctorate,6,sunbathing,4434,suburban,38,234,spring,1,1,0
53,female,55433,high school,1,swimming,4534,rural,91,276,spring,1,1,0
64,male,77057,bachelor,8,swimming,969,suburban,56,23,winter,0,1,0
49,female,72852,bachelor,1,sunbathing,954,rural,111,157,summer,1,1,0
42,non-binary,29560,bachelor,4,hiking,3068,urban,295,234,spring,1,1,0
49,female,93485,master,9,skiing,2859,urban,95,78,fall,1,0,0
55,male,110327,high school,5,skiing,4286,rural,114,221,winter,1,1,1
44,male,70540,doctorate,9,swimming,595,rural,75,209,fall,1,1,0
67,female,85419,master,0,sunbathing,3163,rural,51,108,winter,0,0,0
19,female,24664,master,7,swimming,1802,suburban,0,120,spring,0,0,0
56,male,100892,doctorate,3,hiking,3859,urban,245,100,winter,1,1,0
38,non-binary,71286,master,0,swimming,3321,suburban,185,252,spring,1,1,0
63,non-binary,25689,high school,9,skiing,3216,rural,33,257,spring,1,0,1
35,female,105050,doctorate,2,skiing,1648,rural,189,274,spring,0,1,1
64,female,53749,master,1,swimming,4301,suburban,292,296,spring,0,1,0
18,female,48608,bachelor,1,hiking,713,rural,279,292,fall,1,1,1
21,male,52778,bachelor,6,hiking,2181,urban,50,42,winter,0,0,0
46,non-binary,102246,doctorate,2,swimming,2474,rural,137,9,winter,1,0,0
37,non-binary,29280,master,8,hiking,2637,suburban,220,281,spring,0,0,1
29,non-binary,35126,bachelor,4,skiing,4867,urban,293,73,summer,1,1,0
34,male,66412,doctorate,0,skiing,1455,urban,146,214,fall,1,0,1
51,female,58729,master,1,hiking,4265,urban,78,189,spring,1,0,1
31,non-binary,104086,master,5,swimming,1859,urban,177,170,summer,0,0,0
51,female,83317,bachelor,9,swimming,1803,rural,275,34,spring,1,0,0
21,male,109842,doctorate,2,skiing,3293,suburban,182,11,fall,1,0,0
30,male,33191,high school,2,skiing,1277,rural,160,216,fall,0,1,1
62,non-binary,35442,master,7,skiing,2059,rural,242,186,fall,1,1,0
55,female,71160,high school,5,swimming,1035,rural,226,236,spring,1,1,0
25,male,79363,doctorate,6,skiing,2698,urban,286,38,fall,1,0,0
52,non-binary,69088,doctorate,9,skiing,2294,suburban,223,103,summer,1,0,0
44,male,71892,doctorate,8,hiking,4688,rural,239,10,winter,1,1,0
34,male,26348,high school,8,skiing,4835,urban,170,106,summer,1,1,0
29,female,47137,bachelor,6,swimming,1998,suburban,109,92,summer,1,1,0
49,female,116224,high school,2,swimming,2676,rural,11,1,fall,1,1,0
57,male,78803,doctorate,7,skiing,4649,rural,57,80,summer,1,0,1
34,non-binary,57323,high school,3,sunbathing,832,rural,214,52,winter,1,1,0
59,male,35007,bachelor,9,skiing,2577,urban,215,203,fall,0,1,0
34,non-binary,42705,master,2,sunbathing,3071,urban,169,143,spring,0,0,0
51,non-binary,89423,bachelor,8,sunbathing,1193,rural,198,257,fall,1,0,0
27,male,100935,high school,7,swimming,1598,urban,215,182,fall,0,0,0
34,male,34465,doctorate,6,swimming,3796,urban,280,114,fall,0,0,0
64,female,115104,doctorate,5,swimming,2530,rural,220,107,fall,0,1,0
24,female,57802,bachelor,3,hiking,3470,rural,220,60,spring,1,1,0
49,female,92760,master,1,hiking,3935,suburban,199,62,spring,0,1,0
53,male,21074,doctorate,0,sunbathing,3034,suburban,277,285,spring,0,1,0
42,female,107951,doctorate,5,hiking,662,urban,113,67,winter,1,1,0
56,female,47818,doctorate,8,skiing,1723,suburban,273,114,winter,0,1,0
63,non-binary,67078,master,6,swimming,1113,suburban,264,66,spring,1,0,0
58,female,45512,bachelor,0,skiing,798,rural,179,260,fall,0,1,1
35,non-binary,119211,doctorate,1,swimming,643,urban,148,202,winter,1,0,0
18,female,87340,master,0,swimming,3941,suburban,216,222,summer,0,1,0
27,male,34694,bachelor,8,swimming,1661,urban,65,297,spring,0,1,0
35,female,68182,bachelor,5,skiing,789,rural,249,279,spring,1,1,1
57,non-binary,68531,high school,9,hiking,3799,suburban,232,88,spring,0,1,0
33,non-binary,25476,high school,4,hiking,3500,suburban,294,214,fall,0,0,0
30,non-binary,63141,doctorate,0,hiking,1113,urban,261,7,spring,1,1,0
56,female,80249,bachelor,2,sunbathing,4691,suburban,131,272,winter,1,0,0
48,female,70970,bachelor,9,skiing,1467,rural,38,128,fall,1,0,1
39,non-binary,65186,bachelor,2,swimming,2830,suburban,161,175,spring,1,0,0
39,female,104269,bachelor,8,hiking,1235,urban,177,8,summer,1,1,0
36,female,53410,master,3,hiking,1094,urban,4,10,spring,1,1,1
59,female,115121,bachelor,5,skiing,2752,urban,45,296,fall,1,1,1
42,female,26559,high school,2,hiking,4151,rural,15,96,winter,0,0,1
24,male,71313,high school,6,swimming,1228,urban,122,62,winter,1,1,0
62,female,44335,master,1,skiing,3806,suburban,161,0,fall,0,0,0
41,female,40900,high school,7,sunbathing,3178,urban,116,61,fall,1,0,0
18,male,61800,high school,4,skiing,1471,suburban,47,48,spring,0,1,1
33,non-binary,114459,bachelor,5,sunbathing,2223,urban,125,237,winter,1,0,0
33,male,81211,master,8,sunbathing,1936,rural,4,49,spring,1,1,0
19,female,101743,bachelor,2,skiing,4134,suburban,82,78,spring,0,0,0
49,female,30127,high school,3,skiing,1575,rural,45,189,winter,0,0,1
24,female,42771,doctorate,0,skiing,1762,suburban,231,18,spring,1,0,0
25,male,62654,master,0,swimming,684,urban,153,8,spring,1,1,0
31,female,23874,high school,5,skiing,4577,urban,8,232,spring,1,1,1
26,non-binary,87590,bachelor,3,swimming,4977,urban,55,23,summer,0,1,0
59,non-binary,28235,doctorate,8,skiing,3927,rural,179,118,winter,0,1,0
27,female,70123,high school,9,hiking,1775,rural,261,272,spring,0,0,1
25,non-binary,56187,bachelor,6,swimming,1553,urban,237,226,winter,0,1,0
49,non-binary,101486,doctorate,3,hiking,2519,urban,64,128,fall,0,0,1
39,non-binary,59840,master,0,skiing,2454,suburban,54,263,spring,0,1,1
34,male,107045,high school,1,sunbathing,3237,urban,284,166,summer,0,0,0
51,male,92574,doctorate,0,skiing,992,urban,252,10,winter,0,0,0
64,male,98429,high school,7,swimming,4174,urban,286,141,fall,0,0,0
69,non-binary,49808,master,5,swimming,2407,suburban,246,91,fall,0,1,0
53,non-binary,26436,bachelor,5,swimming,1065,urban,13,221,winter,1,1,0
34,male,117206,high school,3,sunbathing,1284,rural,49,92,summer,1,0,0
63,female,114176,high school,7,swimming,952,urban,231,249,summer,1,0,0
37,male,87516,high school,9,hiking,4475,rural,147,211,spring,0,1,1
44,female,105863,master,9,skiing,1595,urban,254,46,winter,0,1,0
57,non-binary,72550,high school,4,sunbathing,4974,urban,232,47,summer,1,1,0
61,non-binary,88122,high school,6,swimming,3610,rural,29,86,spring,1,1,0
69,female,117264,master,6,sunbathing,1186,suburban,261,113,winter,1,1,0
57,male,105941,high school,6,hiking,2467,urban,84,34,summer,0,0,0
26,non-binary,60636,bachelor,9,skiing,2606,rural,294,211,spring,1,0,0
29,male,60005,doctorate,4,sunbathing,1015,rural,164,147,winter,1,0,0
55,non-binary,86254,high school,3,sunbathing,3270,suburban,24,56,summer,0,1,0
30,female,83081,doctorate,6,skiing,654,urban,209,234,fall,1,0,1
47,non-binary,111709,bachelor,3,skiing,3048,rural,72,246,winter,0,1,1
43,non-binary,43814,master,2,sunbathing,544,suburban,280,199,spring,0,1,0
49,male,63101,high school,4,hiking,2422,urban,119,30,fall,1,0,0
46,male,105077,doctorate,5,hiking,2138,rural,17,207,spring,1,0,1
61,non-binary,21228,bachelor,1,sunbathing,4286,urban,62,107,spring,1,1,0
55,non-binary,59431,doctorate,7,sunbathing,4632,urban,80,122,summer,1,0,0
26,non-binary,113492,master,5,sunbathing,2345,suburban,127,35,summer,1,0,0
59,non-binary,102259,doctorate,1,swimming,1648,rural,192,128,winter,0,0,0
60,male,92017,bachelor,8,swimming,2013,suburban,114,3,summer,1,1,0
42,female,72703,master,4,swimming,4234,urban,78,140,summer,0,0,0
69,male,87910,master,4,hiking,2593,urban,25,150,fall,1,0,1
20,male,104396,doctorate,5,hiking,972,rural,50,287,fall,1,1,1
30,female,85540,bachelor,3,swimming,4699,urban,20,278,spring,1,1,0
68,female,116968,bachelor,3,skiing,3754,suburban,123,3,winter,0,0,0
23,female,51505,bachelor,8,swimming,4174,rural,61,212,fall,1,0,0
58,non-binary,82476,doctorate,6,swimming,913,urban,263,285,spring,1,1,0
54,non-binary,89898,doctorate,5,swimming,4244,urban,165,164,fall,0,0,0
46,non-binary,90047,bachelor,1,hiking,4361,suburban,43,67,summer,0,1,1
18,male,55936,high school,0,hiking,2136,rural,193,204,summer,1,0,1
34,male,71049,doctorate,2,skiing,4337,rural,140,169,winter,1,0,1
67,male,115659,high school,6,swimming,3584,rural,39,221,summer,0,0,0
37,non-binary,114952,doctorate,4,skiing,2143,rural,181,44,summer,1,1,0
33,male,34172,doctorate,2,sunbathing,1607,urban,11,204,summer,0,0,0
51,non-binary,25140,doctorate,8,skiing,4090,urban,262,150,summer,1,1,0
28,male,55985,bachelor,0,skiing,3626,rural,10,62,fall,1,1,1
40,female,81584,bachelor,4,hiking,3687,rural,176,230,fall,1,1,1
61,male,55225,doctorate,6,swimming,4179,suburban,260,74,winter,1,1,0
68,female,26415,master,6,sunbathing,2648,suburban,95,94,fall,1,1,0
42,non-binary,112058,high school,8,hiking,2250,suburban,187,131,summer,0,0,0
57,female,61579,doctorate,6,sunbathing,2373,suburban,97,184,fall,0,0,0
23,non-binary,40479,bachelor,8,hiking,3283,suburban,18,69,winter,1,1,1
52,female,84077,doctorate,0,swimming,900,suburban,103,280,summer,1,1,0
53,female,27867,doctorate,6,sunbathing,3942,urban,96,88,summer,1,1,0
43,non-binary,55571,doctorate,1,hiking,2100,rural,226,185,spring,0,1,0
50,female,119956,master,7,sunbathing,4693,rural,98,250,winter,0,0,0
52,non-binary,57748,high school,0,skiing,3496,suburban,96,115,spring,0,1,1
52,non-binary,104900,bachelor,3,sunbathing,2087,suburban,296,193,winter,1,0,0
34,male,119879,bachelor,4,sunbathing,3908,urban,56,175,spring,0,0,0
29,male,83466,doctorate,9,swimming,1114,urban,293,192,spring,1,0,0
47,non-binary,20003,bachelor,5,hiking,4073,rural,33,163,fall,1,1,1
36,non-binary,72653,master,7,swimming,2241,suburban,57,181,spring,1,1,0
18,non-binary,43414,master,9,hiking,4522,urban,192,215,summer,1,1,1
24,non-binary,28484,high school,1,swimming,1414,rural,232,26,summer,1,0,0
22,female,45695,master,9,swimming,2409,urban,34,146,fall,0,1,0
45,male,69067,doctorate,7,skiing,1676,suburban,267,139,fall,1,0,0
34,non-binary,85799,bachelor,2,sunbathing,4607,suburban,165,89,winter,0,0,0
44,male,85750,bachelor,6,hiking,4450,suburban,240,49,spring,1,0,0
18,female,86150,doctorate,6,skiing,1934,rural,135,272,winter,0,1,1
63,male,71638,doctorate,7,hiking,3463,rural,212,64,winter,1,0,0
30,female,52529,doctorate,5,skiing,3555,rural,259,31,summer,0,0,0
39,non-binary,93585,bachelor,4,sunbathing,3842,suburban,136,202,spring,1,1,0
18,male,47934,bachelor,1,hiking,1087,urban,220,195,spring,0,0,0
62,non-binary,84343,bachelor,9,sunbathing,3027,suburban,245,112,fall,1,0,0
41,male,109879,doctorate,2,hiking,1792,urban,280,145,spring,1,1,0
52,non-binary,51707,master,7,sunbathing,4298,urban,42,298,winter,0,0,0
28,non-binary,44715,bachelor,2,hiking,4095,rural,289,165,winter,1,1,0
68,female,31609,doctorate,3,hiking,2912,rural,20,233,summer,0,0,1
61,non-binary,57012,bachelor,3,skiing,2405,suburban,163,98,winter,0,0,0
25,non-binary,89860,high school,9,skiing,4985,urban,92,152,summer,1,1,1
33,male,94156,high school,5,skiing,2801,urban,30,230,winter,1,1,1
36,male,92513,high school,4,skiing,4761,suburban,101,140,spring,0,1,1
48,non-binary,34890,high school,1,sunbathing,3377,rural,134,14,spring,1,1,0
53,non-binary,25709,master,7,swimming,1336,urban,149,177,spring,0,0,0
43,female,94527,high school,3,hiking,2059,rural,34,299,spring,0,1,1
35,non-binary,66827,doctorate,1,swimming,4373,suburban,252,298,summer,0,0,0
60,female,63230,doctorate,3,skiing,2508,suburban,274,10,summer,0,0,0
52,female,40462,high school,4,hiking,4947,urban,275,148,winter,0,0,0
24,female,72072,doctorate,6,hiking,3500,urban,255,177,summer,1,0,0
68,male,105192,bachelor,2,hiking,696,suburban,116,138,fall,0,0,1
69,male,33399,doctorate,6,hiking,4347,suburban,98,267,spring,0,1,1
53,non-binary,30030,doctorate,1,swimming,2590,suburban,22,70,fall,0,0,0
62,non-binary,72545,high school,8,skiing,1446,suburban,49,128,winter,1,1,1
45,non-binary,78215,high school,0,skiing,3665,rural,179,184,summer,0,1,1
63,non-binary,53803,high school,8,skiing,3896,rural,91,130,spring,1,1,1
54,male,112788,master,9,hiking,1612,urban,290,237,fall,0,1,0
29,female,89200,bachelor,3,swimming,4372,rural,40,209,spring,0,0,0
56,non-binary,27521,master,5,sunbathing,1109,urban,21,167,spring,1,0,0
21,non-binary,46280,bachelor,3,hiking,1355,suburban,66,243,summer,1,1,1
39,male,33809,bachelor,8,sunbathing,1903,suburban,70,79,spring,0,0,0
59,male,89327,doctorate,7,hiking,1695,suburban,16,74,fall,1,1,1
27,non-binary,43258,master,7,sunbathing,1738,suburban,263,63,summer,0,0,0
30,female,96134,master,2,swimming,3845,rural,285,35,summer,0,1,0
69,male,46711,high school,6,swimming,1854,urban,261,132,summer,1,0,0
52,male,65294,bachelor,0,sunbathing,941,urban,34,227,winter,0,0,0
54,non-binary,67395,master,5,hiking,517,rural,167,155,spring,0,0,0
39,female,38093,high school,9,skiing,1199,urban,215,4,spring,0,1,0
64,non-binary,94255,master,2,skiing,2098,suburban,37,102,summer,0,1,1
62,non-binary,24974,doctorate,2,sunbathing,4712,suburban,80,78,spring,1,1,0
41,female,72748,master,5,skiing,3490,suburban,216,45,spring,1,1,0
57,non-binary,98070,high school,9,hiking,3815,suburban,133,286,fall,0,0,1
52,female,113854,bachelor,1,hiking,4546,suburban,89,224,fall,0,1,1
35,non-binary,53111,bachelor,8,skiing,2500,rural,12,221,summer,1,0,1
56,female,32213,high school,1,swimming,4384,rural,248,110,summer,0,1,0
53,non-binary,30858,high school,4,sunbathing,4817,rural,279,15,winter,0,0,0
49,non-binary,105416,doctorate,0,sunbathing,4221,rural,58,164,spring,1,1,0
45,non-binary,54645,high school,2,skiing,2452,urban,186,123,spring,1,0,0
40,non-binary,64485,doctorate,6,sunbathing,2761,rural,133,143,summer,0,1,0
37,female,47987,master,7,skiing,1776,rural,252,122,summer,1,1,0
36,non-binary,97758,high school,8,swimming,804,suburban,8,250,spring,0,0,0
46,male,30219,master,9,skiing,2624,rural,13,41,winter,1,1,1
27,female,74447,high school,6,hiking,1043,suburban,63,90,winter,0,0,1
39,non-binary,66075,high school,8,sunbathing,2220,urban,142,52,spring,1,1,0
49,non-binary,72858,bachelor,2,sunbathing,854,urban,215,152,winter,0,1,0
27,non-binary,39033,bachelor,6,hiking,4141,urban,254,85,summer,1,1,0
48,female,75524,doctorate,9,sunbathing,4306,urban,36,146,winter,1,1,0
57,non-binary,114656,bachelor,6,skiing,3256,suburban,234,99,winter,1,0,0
61,male,50137,master,2,hiking,3977,rural,164,73,summer,0,0,0
32,non-binary,112193,high school,9,skiing,4298,suburban,254,246,winter,1,1,0
52,non-binary,88982,high school,6,sunbathing,1188,urban,37,239,winter,1,1,0
48,female,83345,bachelor,3,skiing,1364,rural,99,6,fall,1,0,0
36,non-binary,30084,high school,8,hiking,2247,urban,203,288,winter,0,1,1
54,female,21171,master,4,sunbathing,3693,urban,9,263,fall,1,1,0
61,female,47504,bachelor,2,hiking,3989,rural,271,111,fall,1,0,0
32,female,65875,high school,8,sunbathing,4672,rural,57,194,winter,1,1,0
51,male,92928,bachelor,9,skiing,2673,suburban,202,175,fall,1,0,0
27,non-binary,87156,bachelor,7,skiing,2333,urban,33,68,fall,0,1,1
60,male,97645,bachelor,0,hiking,1853,rural,169,123,fall,1,1,0
66,non-binary,51467,high school,0,skiing,2353,urban,134,178,fall,0,0,1
43,male,57927,master,9,hiking,4634,rural,272,263,summer,1,0,0
47,non-binary,60502,master,2,skiing,2488,suburban,153,41,spring,1,1,0
48,male,39350,high school,3,skiing,546,suburban,139,134,spring,0,1,0
47,female,39434,doctorate,5,swimming,3276,suburban,255,204,fall,1,1,0
60,female,117399,bachelor,0,hiking,3198,rural,141,209,summer,0,1,1
56,male,74317,high school,1,swimming,3775,rural,84,194,summer,1,1,0
66,non-binary,85631,bachelor,2,hiking,3371,rural,147,130,fall,0,1,0
55,non-binary,114012,high school,3,hiking,2191,urban,99,30,fall,1,1,0
